Skills,Occupation Code,Weight
Psychology,13-2031.00,29
Psychology,13-2099.01,29
Public safety and security,13-1051.00,29
Sales_and_Marketing,13-2099.02,29
Sociology and anthropology,13-1041.04,29
Sociology and anthropology,13-1199.04,29
Sociology and anthropology,13-2051.00,29
Telecommunications,13-1071.00,29
Transportation,13-1041.02,29
Assisting and caring for others,13-1031.02,29
Assisting and caring for others,13-1081.01,29
Assisting and caring for others,13-1141.00,29
Assisting and caring for others,13-1199.04,29
Coordinating the work and activities of others,13-2051.00,29
Handling and moving objects,13-1081.01,29
Handling and moving objects,13-1199.02,29
Monitoring and controlling resources,13-1041.07,29
Operating vehicles mechanized devices or equipment,13-2061.00,29
Performing general physical activities,13-1021.00,29
Staffing organizational units,13-1011.00,29
Staffing organizational units,13-1199.04,29
Training and teaching others,13-2021.02,29
Consequence of error,13-1199.06,29
Degree of automation,13-1141.00,29
Exposed to minor burns cuts bites or stings,13-1199.01,29
Outdoors exposed to weather,13-1081.01,29
Public speaking,13-2011.02,29
Responsible for others health and safety,13-2031.00,29
Sounds noise levels are distracting,13-1111.00,29
Sounds noise levels are distracting,13-1141.00,29
Sounds noise levels are distracting,13-1151.00,29
Sounds noise levels are distracting,13-1199.05,29
Spend time climbing ladders scaffolds,13-1199.01,29
Spend time kneeling crouching stooping,13-1041.06,29
Spend time kneeling crouching stooping,13-1199.01,29
Spend time making repetitive motions,13-1041.04,29
Spend time making repetitive motions,13-2021.02,29
Spend time standing,13-1023.00,29
Spend time standing,13-1111.00,29
Spend time walking and running,13-1041.01,29
Chemistry,13-1199.05,30
Design,13-2021.01,30
Economics and accounting,13-1032.00,30
Economics and accounting,13-1199.04,30
Engineering and technology,13-1041.07,30
Geography,13-1081.01,30
Mathematics,13-1151.00,30
Mechanical,13-1021.00,30
Mechanical,13-2099.02,30
Philosophy and theology,13-2052.00,30
Production and processing,13-1199.03,30
Production and processing,13-2051.00,30
Psychology,13-1021.00,30
Psychology,13-2053.00,30
Public safety and security,13-1031.01,30
Sales_and_Marketing,13-1199.04,30
Telecommunications,13-1032.00,30
Telecommunications,13-2052.00,30
Therapy and counseling,13-1041.02,30
Therapy and counseling,13-1075.00,30
Therapy and counseling,13-1151.00,30
Assisting and caring for others,13-1199.03,30
Developing objectives and strategies,13-1074.00,30
Guiding directing and motivating subordinates,13-1041.03,30
Guiding directing and motivating subordinates,13-2081.00,30
Handling and moving objects,13-1041.01,30
Inspecting equipment structures or material,13-1199.04,30
Inspecting equipment structures or material,13-2011.01,30
Inspecting equipment structures or material,13-2081.00,30
Performing general physical activities,13-1031.02,30
Staffing organizational units,13-1041.01,30
Consequence of error,13-1041.04,30
Consequence of error,13-1199.04,30
Consequence of error,13-2041.00,30
Deal with unpleasant or angry people,13-1041.07,30
Deal with unpleasant or angry people,13-1199.04,30
Degree of automation,13-1041.04,30
Degree of automation,13-1074.00,30
Exposed to minor burns cuts bites or stings,13-1041.01,30
Frequency of conflict situations,13-1199.05,30
In an enclosed vehicle or equipment,13-2081.00,30
Indoors not environmentally controlled,13-1022.00,30
Level of competition,13-1041.03,30
Outdoors exposed to weather,13-1021.00,30
Public speaking,13-1011.00,30
Public speaking,13-1041.07,30
Responsible for others health and safety,13-1111.00,30
Sounds noise levels are distracting,13-1199.06,30
Sounds noise levels are distracting,13-2011.02,30
Spend time making repetitive motions,13-1021.00,30
Spend time making repetitive motions,13-2072.00,30
Spend time standing,13-1199.02,30
Spend time walking and running,13-1041.02,30
Arm hand steadiness,13-1041.01,31
Arm hand steadiness,13-1081.01,31
Auditory attention,13-1041.07,31
Auditory attention,13-1199.01,31
Auditory attention,13-1199.05,31
Control precision,13-1041.04,31
Depth perception,13-1081.01,31
Depth perception,13-1199.02,31
Depth perception,13-2021.01,31
Depth perception,13-2021.02,31
Far vision,13-1071.00,31
Far vision,13-1199.06,31
Far vision,13-2011.01,31
Far vision,13-2099.01,31
Finger dexterity,13-1011.00,31
Finger dexterity,13-1151.00,31
Finger dexterity,13-2061.00,31
Finger dexterity,13-2071.00,31
Finger dexterity,13-2072.00,31
Flexibility of closure,13-1074.00,31
Flexibility of closure,13-1199.06,31
Glare sensitivity,13-1041.04,31
Hearing sensitivity,13-1032.00,31
Hearing sensitivity,13-1075.00,31
Hearing sensitivity,13-1081.01,31
Hearing sensitivity,13-1199.02,31
Manual dexterity,13-1121.00,31
Memorization,13-1011.00,31
Memorization,13-1199.05,31
Memorization,13-1199.06,31
Memorization,13-2071.00,31
Memorization,13-2072.00,31
Memorization,13-2099.02,31
Multilimb coordination,13-1041.01,31
Number facility,13-1071.00,31
Perceptual speed,13-1199.06,31
Response orientation,13-1041.02,31
Response orientation,13-1074.00,31
Spatial orientation,13-1041.01,31
Speech of closure,13-1011.00,31
Speech of closure,13-1021.00,31
Speech of closure,13-1023.00,31
Speech of closure,13-1032.00,31
Speech of closure,13-1131.00,31
Speech of closure,13-2031.00,31
Speech of closure,13-2053.00,31
Speech of closure,13-2072.00,31
Speech of closure,13-2082.00,31
Static strength,13-1041.06,31
Time sharing,13-1031.02,31
Time sharing,13-1032.00,31
Time sharing,13-1041.07,31
Time sharing,13-1071.00,31
Time sharing,13-2011.02,31
Time sharing,13-2072.00,31
Time sharing,13-2082.00,31
Time sharing,13-2099.02,31
Trunk strength,13-1041.06,31
Trunk strength,13-1121.00,31
Visual color discrimination,13-1032.00,31
Visual color discrimination,13-1074.00,31
Visual color discrimination,13-1075.00,31
Visual color discrimination,13-1199.02,31
Visual color discrimination,13-2061.00,31
Visualization,13-1071.00,31
Visualization,13-1111.00,31
Visualization,13-1131.00,31
Visualization,13-2011.01,31
Visualization,13-2011.02,31
Visualization,13-2081.00,31
Visualization,13-2099.01,31
Building and construction,13-1041.01,31
Building and construction,13-1081.01,31
Economics and accounting,13-1071.00,31
Geography,13-1023.00,31
Production and processing,13-1032.00,31
Production and processing,13-2081.00,31
Production and processing,13-2099.04,31
Public safety and security,13-1111.00,31
Sales_and_Marketing,13-2099.04,31
Telecommunications,13-1081.00,31
Instructing,13-1032.00,31
Instructing,13-1199.06,31
Instructing,13-2041.00,31
Instructing,13-2051.00,31
Learning strategies,13-1074.00,31
Learning strategies,13-2021.01,31
Management of financial resources,13-1151.00,31
Management of financial resources,13-1199.03,31
Management of financial resources,13-2041.00,31
Management of financial resources,13-2051.00,31
Management of financial resources,13-2099.02,31
Management of material resources,13-1151.00,31
Management of material resources,13-2031.00,31
Management of material resources,13-2099.02,31
Management of personnel resources,13-1031.02,31
Management of personnel resources,13-1041.03,31
Management of personnel resources,13-2052.00,31
Management of personnel resources,13-2082.00,31
Mathematics,13-1011.00,31
Mathematics,13-1071.00,31
Operation and control,13-1041.06,31
Operation and control,13-1199.02,31
Operation monitoring,13-1021.00,31
Operation monitoring,13-1041.06,31
Operation monitoring,13-1199.05,31
Operation monitoring,13-2021.01,31
Operations analysis,13-1011.00,31
Operations analysis,13-2051.00,31
Programming,13-1199.02,31
Quality control analysis,13-1021.00,31
Quality control analysis,13-1022.00,31
Quality control analysis,13-1041.07,31
Quality control analysis,13-1081.00,31
Quality control analysis,13-1121.00,31
Repairing,13-1081.01,31
Science,13-1161.00,31
Systems evaluation,13-1011.00,31
Systems evaluation,13-2082.00,31
Selling or influencing others,13-1031.01,31
Selling or influencing others,13-1041.04,31
Assisting and caring for others,13-1199.01,31
Coaching and developing others,13-2021.02,31
Coordinating the work and activities of others,13-1032.00,31
Coordinating the work and activities of others,13-2021.01,31
Coordinating the work and activities of others,13-2071.01,31
Handling and moving objects,13-1199.06,31
Inspecting equipment structures or material,13-2099.04,31
Operating vehicles mechanized devices or equipment,13-1199.02,31
Performing administrative activities,13-2099.01,31
Performing for or working directly with the public,13-1023.00,31
Performing general physical activities,13-2021.02,31
Provide consultation and advice to others,13-2081.00,31
Repairing and maintaining mechanical equipment,13-1081.01,31
Staffing organizational units,13-1022.00,31
Staffing organizational units,13-1031.01,31
Staffing organizational units,13-1161.00,31
Cramped work space awkward positions,13-1041.01,31
Deal with physically aggressive people,13-1041.04,31
Deal with unpleasant or angry people,13-1051.00,31
Deal with unpleasant or angry people,13-2011.01,31
Deal with unpleasant or angry people,13-2052.00,31
Deal with unpleasant or angry people,13-2099.01,31
Degree of automation,13-1111.00,31
Exposed to contaminants,13-1021.00,31
Exposed to minor burns cuts bites or stings,13-1041.02,31
Indoors not environmentally controlled,13-1075.00,31
Indoors not environmentally controlled,13-1081.02,31
Outdoors exposed to weather,13-2099.02,31
Responsibility for outcomes and results,13-2021.02,31
Responsible for others health and safety,13-2021.01,31
Sounds noise levels are distracting,13-1031.02,31
Sounds noise levels are distracting,13-1051.00,31
Sounds noise levels are distracting,13-1071.00,31
Spend time bending or twisting the body,13-1199.01,31
Spend time making repetitive motions,13-1161.00,31
Spend time standing,13-1075.00,31
Spend time standing,13-1081.00,31
Spend time standing,13-2021.02,31
Spend time walking and running,13-1041.04,31
Chemistry,13-1199.01,32
Clerical,13-1051.00,32
Clerical,13-2051.00,32
Communications and media,13-1032.00,32
Communications and media,13-2021.01,32
Communications and media,13-2081.00,32
Design,13-1121.00,32
Design,13-1199.04,32
Economics and accounting,13-1199.05,32
Law and government,13-2099.01,32
Medicine and dentistry,13-1031.01,32
Medicine and dentistry,13-1074.00,32
Physics,13-1041.06,32
Physics,13-1199.05,32
Psychology,13-1199.01,32
Sales_and_Marketing,13-1081.01,32
Sociology and anthropology,13-2052.00,32
Telecommunications,13-1011.00,32
Telecommunications,13-2071.01,32
Therapy and counseling,13-1111.00,32
Transportation,13-1051.00,32
Transportation,13-1199.04,32
Selling or influencing others,13-1031.02,32
Selling or influencing others,13-1041.06,32
Assisting and caring for others,13-1021.00,32
Coaching and developing others,13-1032.00,32
Controlling machines and processes,13-1021.00,32
Coordinating the work and activities of others,13-1031.02,32
Coordinating the work and activities of others,13-1041.03,32
Developing and building teams,13-1074.00,32
Guiding directing and motivating subordinates,13-1041.02,32
Guiding directing and motivating subordinates,13-2071.01,32
Performing for or working directly with the public,13-1074.00,32
Performing for or working directly with the public,13-1111.00,32
Staffing organizational units,13-1074.00,32
Training and teaching others,13-1011.00,32
Training and teaching others,13-2041.00,32
Updating and using relevant knowledge,13-1074.00,32
Consequence of error,13-1131.00,32
Deal with physically aggressive people,13-1041.06,32
Degree of automation,13-1051.00,32
Degree of automation,13-1199.02,32
Exposed to hazardous conditions,13-1041.06,32
Exposed to minor burns cuts bites or stings,13-1032.00,32
In an enclosed vehicle or equipment,13-1023.00,32
In an enclosed vehicle or equipment,13-1031.01,32
In an enclosed vehicle or equipment,13-1081.02,32
Indoors not environmentally controlled,13-1081.01,32
Level of competition,13-1041.06,32
Outdoors under cover,13-1041.02,32
Physical proximity,13-1141.00,32
Public speaking,13-1199.01,32
Responsible for others health and safety,13-1041.02,32
Responsible for others health and safety,13-1051.00,32
Sounds noise levels are distracting,13-1161.00,32
Sounds noise levels are distracting,13-2051.00,32
Sounds noise levels are distracting,13-2099.02,32
Sounds noise levels are distracting,13-2099.04,32
Spend time kneeling crouching stooping,13-1032.00,32
Spend time making repetitive motions,13-2011.02,32
Spend time standing,13-1032.00,32
Spend time standing,13-1041.01,32
Spend time standing,13-2021.01,32
Spend time walking and running,13-1199.01,32
Communications and media,13-1041.02,33
Communications and media,13-1041.07,33
Communications and media,13-1074.00,33
Design,13-1041.01,33
Education and training,13-1041.07,33
Education and training,13-1199.06,33
Education and training,13-2031.00,33
Geography,13-1199.02,33
Personnel and human resources,13-1021.00,33
Personnel and human resources,13-1121.00,33
Physics,13-1051.00,33
Production and processing,13-1199.02,33
Production and processing,13-2082.00,33
Psychology,13-1071.00,33
Psychology,13-2072.00,33
Sales_and_Marketing,13-2099.01,33
Sociology and anthropology,13-1141.00,33
